2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.34167323156108,59.676671586605075,-8.589454426789839,12.395262314309955,14.446635837336412,-0.4614540812163202,17.87937607709276,13.42996139699769,6.291945282371055,3.455244801357466,4.356917793533488,-0.352094093456505,2.389398449943439,0.6741695432640493,0.8016314578906851,,0.15738295227097768,,1.0573073094196004,1.6594031176289454,-0.5525280240875912,6.4,5.3,4.5,5.7,5.1,6.1,7.2,8.5,9.2,,,,4.4,4.3,12.1,12.4,,,,5.3,5.3,,,4.2,3.6,3.2,3.6,3.4,3.9,4.8,4.4,4.8,,,,3.1,3.0,8.0,8.1,,,,3.5,3.4,,,2.2,1.7,1.3,2.1,1.7,2.1,2.4,4.1,4.4,,,,1.3,1.3,4.2,4.3,,,,1.9,1.9,,,57380.18,40424.688,78088.625,78584.828,38233.27,45614.164,61075.199,62464.543,44698.98,50288.352,60705.012
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.41820281645092,59.889037973542116,-5.450665045950323,13.140957916289105,14.22453851549676,-1.0718071525917927,18.441369918122977,12.297656713228942,6.163225358531317,2.985021521305286,4.168692653725702,-1.1812534478941685,2.2551099469795037,1.3436320321814255,0.8562044676025917,0.33517095668824165,0.17889511873650107,0.1562348511339093,1.4220725018338727,2.2225406534557237,-0.8005442496220303,6.1,5.3,4.4,3.8,5.1,6.1,7.1,8.3,8.6,,,,4.3,4.2,11.2,11.5,,,,5.2,5.2,,,4.0,3.6,3.0,2.9,3.5,4.0,4.8,4.3,4.4,,,,3.0,3.0,7.3,7.5,,,,3.5,3.4,,,2.1,1.7,1.4,,1.6,2.1,2.3,4.0,4.3,,,,1.3,1.2,3.9,4.0,,,,1.8,1.8,,,56257.453,39413.719,74895.992,75340.43,37745.531,45150.074,59326.289,60891.055,42974.914,49008.039,58993.551
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.21013588040859,60.986751956498956,-7.782420885796646,14.288908574070193,14.358465352725368,-0.0644501249475891,19.15121892692509,12.419957013731656,6.7406185305555555,2.972251525772656,4.2363430354821805,-1.262533713836478,2.2289349669984286,1.1932379511530398,1.030398938259958,0.3628025119434259,0.1743370712264151,0.18865559129979037,1.8060304242011525,1.951947759538784,-0.14531113066037735,6.1,5.2,4.4,4.3,5.0,5.4,7.8,8.2,8.5,,,,4.4,4.2,11.2,11.5,,,,5.1,5.1,,,4.1,3.6,3.2,3.5,3.5,3.7,5.3,4.7,4.6,,,,3.1,3.0,7.4,7.6,,,,3.4,3.3,,,2.0,1.5,1.1,,1.5,1.7,2.6,3.5,3.9,,,,1.3,1.2,3.7,3.8,,,,1.7,1.8,,,55032.922,38349.344,73424.695,73975.484,36203.691,43140.832,53808.078,60266.836,40506.984,48072.895,58238.871
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.41603508949537,60.516995752704794,-8.094045564605874,14.884822195159629,14.7048974184441,0.1853252411643483,19.40153864438723,12.61498037784647,6.796553851313756,2.9402011019567458,4.326415856723338,-1.3846999830499742,2.2379478041194645,1.1866500427099431,1.0469423885625966,0.358830849330587,0.17882484981968058,0.18019086409067492,2.0872421290937178,2.0807977533230293,0.006547655589902114,6.0,5.1,4.1,5.0,5.0,5.6,6.9,8.4,8.7,,,,4.1,4.0,10.9,11.2,,,,5.1,5.0,,,4.0,3.6,2.9,3.9,3.6,3.7,4.9,4.9,4.9,,,,2.9,2.8,7.3,7.5,,,,3.4,3.3,,,2.0,1.5,1.3,,1.5,1.9,2.0,3.5,3.9,,,,1.2,1.2,3.6,3.7,,,,1.7,1.7,,,54844.898,37697.793,74826.234,75421.211,36047.246,43150.148,54792.586,60390.137,41038.391,47968.336,58429.98
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.34642194180619,59.92536513089802,-8.567899361725889,15.390427331354642,14.997895411872147,0.39350769944162434,19.81862489518011,12.777302743683409,7.0500726424365485,2.935928004718417,4.38994645971588,-1.4505518053807105,2.2817500270928464,1.1591203970573314,1.1206243934923859,0.3635507487569761,0.17870945966514462,0.1849659576142132,2.45978237224759,2.1931934374429223,0.26768295350253807,6.0,5.0,4.3,3.0,4.9,5.9,5.9,7.6,7.7,,,,4.1,3.9,10.8,11.1,,,,5.1,5.1,,,4.0,3.6,3.1,2.3,3.5,4.0,4.2,4.1,4.1,,,,3.0,2.8,7.3,7.5,,,,3.4,3.3,,,1.9,1.5,1.2,,1.4,1.9,1.7,3.5,3.7,,,,1.1,1.1,3.5,3.7,,,,1.6,1.7,,,54978.043,38554.074,75654.758,76255.859,36632.738,43675.188,53232.422,60695.758,41400.309,49147.738,58783.891
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.406104323084946,59.56758718688183,-9.178470008910892,15.937923308285566,15.174525864341488,0.7864847267847838,19.935535462949453,12.779544994638208,7.148648607451798,3.032506655601876,4.502876374752733,-1.47155226154247,2.32518085607087,1.183297352785008,1.1414238565398647,0.3688355681083898,0.1802517336803748,0.18852997180823344,2.62965655388223,2.287580853253514,0.3422678762376238,5.8,5.0,4.3,3.9,4.8,5.4,7.2,7.6,7.7,,,,3.9,3.7,10.7,10.9,,,,4.9,4.9,,,3.9,3.5,3.1,2.6,3.5,3.7,5.0,4.1,4.0,,,,2.8,2.7,7.3,7.4,,,,3.3,3.2,,,1.9,1.5,1.1,1.3,1.4,1.7,2.2,3.5,3.7,,,,1.0,1.0,3.4,3.5,,,,1.6,1.7,,,55557.262,38545.395,76110.547,76729.43,36737.559,44261.918,54685.441,61733.512,42312.234,50138.934,59386.227
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.49060536224546,59.672902567418824,-9.182297248926803,16.01610370660429,14.948211532195929,1.067892191029169,19.52263282394056,12.896132210126583,6.626500645294442,3.1433168271326366,4.517568795266923,-1.3742519736929004,2.3573793900935605,1.2039448050082555,1.153434608255366,0.3266529670886076,0.17797942245459547,0.14867354435883323,3.0669360682993947,2.3493020899284534,0.7176339771601541,5.9,5.0,4.0,4.2,4.9,5.6,6.4,8.3,8.6,,,,4.2,4.1,11.0,11.2,,,,4.9,4.9,,,3.9,3.6,3.0,3.3,3.5,4.2,4.7,4.3,4.3,,,,3.0,2.9,7.2,7.4,,,,3.3,3.2,,,2.0,1.4,1.0,,1.4,1.5,1.8,3.9,4.2,,,,1.2,1.2,3.7,3.9,,,,1.6,1.7,,,57681.805,39847.242,79409.641,80013.016,37793.344,46312.98,57508.059,63492.902,43912.633,53505.754,61738.922
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.03762837378162,58.85731194941394,-8.819683689019124,17.063647137446022,15.366779065391734,1.6968680907464528,18.87157914102406,12.940529777421347,5.931049371067242,3.3074403397285623,4.6037091543491675,-1.2962687813078348,2.4964792877236275,1.2702696677976557,1.2262096217766811,0.32936359888957434,0.17956924281307834,0.1497943607032696,2.8354792473781614,2.451179417828501,0.38429980715607653,5.9,5.0,4.3,3.8,5.0,5.2,6.1,8.6,8.8,,,,4.0,3.8,10.8,11.2,,,,4.9,4.9,,,3.9,3.5,3.1,2.6,3.4,3.6,4.5,4.7,4.7,,,,2.8,2.7,7.1,7.4,,,,3.2,3.1,,,2.0,1.5,1.2,1.2,1.6,1.6,1.7,3.9,4.1,,,,1.1,1.1,3.6,3.8,,,,1.7,1.8,,,58844.445,40565.156,81791.922,82439.625,39376.359,47880.754,58328.688,64500.426,45752.355,54245.516,62655.953
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.61063723584416,58.24953021688312,-8.638893148116884,18.07355931305195,15.668644834610388,2.4049145564935066,18.479386259220778,12.935089396038961,5.544296829415585,3.3646683101948054,4.718605875779221,-1.35393761,2.486212201883117,1.2920316457142857,1.1941805537662338,0.31579348253246753,0.18454396727272726,0.13124950948051947,3.1152445383766234,2.546375702662338,0.5688688167532467,5.8,5.1,4.5,4.0,5.1,5.4,6.5,8.3,8.9,8.6,9.2,3.8,4.2,4.0,10.4,10.9,10.5,11.0,7.6,4.9,4.7,4.8,4.7,3.9,3.6,3.2,3.0,3.5,3.8,4.3,4.5,4.7,4.6,4.8,2.7,3.0,2.8,6.8,7.1,6.9,7.2,3.8,3.2,3.0,3.2,3.0,1.9,1.5,1.3,1.0,1.5,1.55,2.1,3.8,4.2,4.0,4.4,1.1,1.2,1.2,3.6,3.8,3.6,3.8,3.8,1.6,1.6,1.6,1.6,60336.0,41882.0,82840.805,83456.0,40232.0,49793.0,60734.0,65845.0,47219.0,56519.0,63704.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,4.9,4.0,3.8,4.9,5.4,5.6,7.7,8.1,7.7,8.1,3.6,4.1,3.9,10.3,10.6,10.5,10.7,9.4,4.8,4.7,4.7,4.6,3.8,3.4,3.0,2.7,3.4,3.7,4.0,4.1,4.0,4.1,4.1,2.7,2.9,2.8,6.8,6.9,6.9,7.1,5.4,3.2,3.0,3.2,3.0,1.9,1.4,1.0,1.1,1.5,1.6,1.6,3.7,4.1,3.6,4.0,1.0,1.1,1.1,3.6,3.7,3.6,3.7,4.0,1.6,1.7,1.5,1.6,,,,,,,,,,,
2019,3.4,1.6823529411764708,5.694117647058825,4.4,4.6858647936786655,4.4,1.1,0.3,0.5,1.1,1.0953846153846154,1.3,4.6,1.3304347826086957,4.21304347826087,5.1,6.6163043478260875,5.765217391304348,4.6,2.0695652173913044,3.2521739130434786,3.4,4.404347826086957,3.695652173913044,14.0,6.531428571428571,13.425714285714287,12.7,13.55061076604555,13.244285714285715,9.3,9.0,12.0,9.3,11.455882352941176,8.8,27.0,19.627037037037034,34.47185185185185,26.9,30.89799470899471,26.99962962962963,32.1,10.3,40.6,32.1,32.81142857142857,31.9,18.258333333333333,74.03333333333333,12.375,,14.716666666666667,41.31666666666667,11.225,,16.55,18.783333333333335,,,,,,,,,,,,,,,,,,,,,,5.6,5.0,4.5,4.1,5.0,5.5,6.2,7.5,7.7,7.6,7.9,3.4,3.7,3.6,10.3,10.5,10.4,10.6,8.2,4.7,4.5,4.7,4.5,3.7,3.5,3.2,2.7,3.4,3.9,4.1,4.1,4.0,4.2,4.0,2.5,2.7,2.6,6.6,6.7,6.8,6.8,5.0,3.1,2.9,3.1,2.9,1.9,1.5,1.3,1.4,1.5,1.6,2.0,3.4,3.7,3.4,3.9,0.9,1.0,1.0,3.6,3.8,3.6,3.8,3.2,1.6,1.6,1.5,1.6,,,,,,,,,,,
2020,3.5,2.8200000000000003,5.774285714285715,4.7,5.047922077922078,4.7,1.0,0.0,0.6,1.0,0.9878787878787879,1.2,5.0,1.5679999999999998,5.263999999999999,5.6,7.024238805970149,6.271999999999999,4.6,2.206521739130435,3.0434782608695654,3.5,4.6067193675889335,3.956521739130435,12.5,6.952,12.495999999999999,11.0,11.970514285714286,11.088,9.3,9.178494623655913,11.733333333333334,8.8,10.932460651394734,8.043010752688172,26.6,20.290225563909775,34.0796992481203,26.2,29.736015037593983,26.2984962406015,33.0,10.32363636363636,45.03939393939393,33.4,34.12728138528138,32.69151515151514,20.974999999999998,86.44166666666666,12.808333333333332,,12.225,48.46666666666667,15.016666666666666,,18.125,21.441666666666666,,,,,,,,,,,,,,,,,,,,,,5.4,4.7,3.9,4.2,4.7,4.9,6.3,,,7.7,7.7,3.1,,,,,10.0,10.4,7.2,,,4.5,4.4,3.6,3.3,2.8,2.7,3.3,3.2,4.4,,,4.0,3.8,2.3,,,,,6.4,6.6,4.3,,,3.0,2.9,1.9,1.4,1.1,1.5,1.4,1.7,1.8,,,3.7,3.9,0.8,,,,,3.7,3.8,2.8,,,1.5,1.5,,,,,,,,,,,
2021,3.3,2.8000000000000003,4.9333333333333345,4.4,4.67843137254902,4.4,1.0,0.2,0.2,1.0,0.944776119402985,1.2,4.6,0.9217391304347826,4.839130434782609,5.3,6.69616368286445,5.9913043478260875,4.9,2.130612244897959,3.6734693877551017,3.6,4.605882352941176,3.893877551020408,11.5,4.742608695652174,10.187826086956521,10.1,10.993534971644612,10.71478260869565,9.6,9.0,12.375,9.0,10.81929347826087,8.25,26.9,19.59925650557621,33.47397769516729,26.1,29.45987254381307,26.488104089219334,32.8,11.067073170731707,44.26829268292683,33.0,33.53035714285715,32.49695121951219,26.03333333333333,126.50833333333333,16.175,95.78333333333335,13.841666666666667,62.150000000000006,22.983333333333334,,21.525000000000002,27.46666666666667,,,,,,,,,,,,,,,,,,,,,,5.4,4.8,4.2,3.6,4.9,4.7,6.1,,,7.0,7.5,3.7,,,,,10.1,10.5,7.8,,,4.5,4.4,3.5,3.3,2.9,2.8,3.4,3.1,3.9,,,3.8,3.8,2.8,,,,,6.1,6.4,4.3,,,3.0,2.8,1.9,1.5,1.3,,1.5,1.6,2.1,,,3.2,3.7,0.9,,,,,4.0,4.2,3.4,,,1.6,1.6,,,,,,,,,,,
2022,3.7,2.6189189189189186,5.513513513513513,5.1,5.3506142506142504,5.1,0.8,0.0,0.1,0.8,0.8073529411764706,1.0,4.6,1.3043478260869568,4.347826086956522,5.0,6.2065217391304355,5.652173913043479,4.9,2.7918367346938773,3.0857142857142854,3.6,4.581032412965186,3.9673469387755103,11.6,3.9655172413793105,11.982758620689657,10.0,10.862068965517242,10.517241379310345,9.6,10.047916666666666,11.659375,9.1,10.82297794117647,8.53125,27.2,20.55698529411765,33.51470588235294,26.5,29.71646533613445,26.694852941176467,33.1,12.752265861027189,43.31722054380664,33.5,34.24894259818731,32.99395770392749,27.875,119.74166666666667,18.908333333333335,95.6875,17.491666666666667,62.24166666666667,23.541666666666668,,24.933333333333334,29.483333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3.8,3.0868421052631576,5.905263157894737,5.1,5.5934210526315775,5.1,0.9,0.1,0.6,0.9,0.9455882352941176,1.1,4.3,1.0046511627906978,3.9069767441860463,4.8,6.090287277701779,5.5813953488372094,4.8,2.0812500000000003,2.8520833333333337,3.7,4.702083333333334,4.1625000000000005,10.8,4.685185185185184,9.88148148148148,9.2,9.896296296296295,9.625925925925925,9.8,10.089795918367347,12.538775510204081,9.6,11.544777911164465,8.816326530612244,27.5,21.651272727272726,33.78763636363636,26.7,29.913709090909087,26.894181818181817,33.8,13.181952662721896,42.42011834319526,33.5,34.26174978867287,33.202662721893496,19.233333333333334,66.55,12.291666666666666,,10.316666666666666,49.18333333333334,14.041666666666666,,15.841666666666667,19.658333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.416666666666668,69.3,15.083333333333334,,13.75,49.25,13.416666666666666,0.0,14.766666666666666,19.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
